Communes;Codes_Insee;Numero_departement;NB_allocataires;Dont_RSA_jeune;NB_allocataire_RSA;RSA_majore;RSA_non_Majore
SAINT-GERMAIN-DE-TOURNEBUT;50478;50;54;;;;
SAINT-GERMAIN-DE-VARREVILLE;50479;50;5;;;;
SAINT-GERMAIN-LE-GAILLARD;50480;50;102;;5;;
SAINT-GERMAIN-SUR-AY;50481;50;94;;13;;
SAINT-GERMAIN-SUR-SEVES;50482;50;22;;;;
SAINT-GILLES;50483;50;119;;7;;
SAINT-HILAIRE-DU-HARCOUET;50484;50;1067;;113;17;96
SAINT-HILAIRE-PETITVILLE;50485;50;178;;12;;
SAINT-JACQUES-DE-NEHOU;50486;50;97;;;;
SAINT-JAMES;50487;50;919;;61;13;48
SAINT-JEAN-DE-DAYE;50488;50;96;;9;;
SAINT-JEAN-DE-LA-HAIZE;50489;50;70;;;;
SAINT-JEAN-DE-LA-RIVIERE;50490;50;35;;;;
SAINT-JEAN-DE-SAVIGNY;50491;50;55;;;;
SAINT-JEAN-D'ELLE;50492;50;342;;11;;
SAINT-JEAN-DES-CHAMPS;50493;50;213;;10;;
SAINT-JEAN-DU-CORAIL-DES-BOIS;50495;50;6;;;;
SAINT-JEAN-LE-THOMAS;50496;50;50;;5;;
SAINT-JOSEPH;50498;50;99;;;;
SAINT-LAURENT-DE-CUVES;50499;50;51;;;;
SAINT-LAURENT-DE-TERREGATTE;50500;50;90;;7;;
SAINT-LO;50502;50;4600;;563;84;479
SAINT-LO-D'OURVILLE;50503;50;55;;10;;
SAINT-LOUET-SUR-VIRE;50504;50;26;;;;
SAINT-LOUP;50505;50;94;;;;
SAINT-MALO-DE-LA-LANDE;50506;50;62;;;;
SAINT-MARCOUF;50507;50;32;;;;
SAINTE-MARIE-DU-MONT;50509;50;75;;;;
SAINT-MARTIN-D'AUBIGNY;50510;50;70;;;;
SAINT-MARTIN-D'AUDOUVILLE;50511;50;22;;;;
SAINT-MARTIN-DE-BONFOSSE;50512;50;64;;;;
SAINT-MARTIN-DE-CENILLY;50513;50;28;;;;
CHAULIEU;50514;50;37;;;;
SAINT-MARTIN-DES-CHAMPS;50516;50;295;;17;;
SAINT-MARTIN-DE-VARREVILLE;50517;50;12;;;;
SAINT-MARTIN-LE-BOUILLANT;50518;50;33;;;;
SAINT-MARTIN-LE-GREARD;50519;50;71;;;;
SAINT-MAUR-DES-BOIS;50521;50;28;;5;;
SAINT-MAURICE-EN-COTENTIN;50522;50;35;;;;
SAINTE-MERE-EGLISE;50523;50;406;;34;5;29
SAINT-MICHEL-DE-LA-PIERRE;50524;50;33;;;;
SAINT-MICHEL-DE-MONTJOIE;50525;50;34;;;;
SAINT-NICOLAS-DE-PIERREPONT;50528;50;34;;;;
SAINT-NICOLAS-DES-BOIS;50529;50;7;;;;
SAINT-OVIN;50531;50;119;;7;;
SAINT-PAIR-SUR-MER;50532;50;517;;43;;
SAINT-PATRICE-DE-CLAIDS;50533;50;18;;;;
LE PARC;50535;50;136;;14;;
SAINT-PIERRE-D'ARTHEGLISE;50536;50;17;;;;
SAINT-PIERRE-DE-COUTANCES;50537;50;53;;;;
SAINT-PIERRE-DE-SEMILLY;50538;50;41;;;;
SAINT-PIERRE-EGLISE;50539;50;306;;38;;
SAINT-PIERRE-LANGERS;50540;50;81;;;;
SAINT-PLANCHERS;50541;50;214;;5;;
SAINT-POIS;50542;50;65;;5;;
SAINT-QUENTIN-SUR-LE-HOMME;50543;50;162;;12;;
BOURGVALLEES;50546;50;341;;10;;
SAINT-SAUVEUR-DE-PIERREPONT;50548;50;9;;;;
SAINT-SAUVEUR-LA-POMMERAYE;50549;50;47;;5;;
SAINT-SAUVEUR-LENDELIN;50550;50;287;;14;;
SAINT-SAUVEUR-LE-VICOMTE;50551;50;361;;30;;
SAINT-SEBASTIEN-DE-RAIDS;50552;50;48;;5;;
SAINT-SENIER-DE-BEUVRON;50553;50;50;;;;
SAINT-SENIER-SOUS-AVRANCHES;50554;50;198;;7;;
SAINTE-SUZANNE-SUR-VIRE;50556;50;77;;5;;
SAINT-VAAST-LA-HOUGUE;50562;50;234;;20;;
SAINT-VIGOR-DES-MONTS;50563;50;34;;6;;
TERRE-ET-MARAIS;50564;50;178;;13;;
SARTILLY-BAIE-BOCAGE;50565;50;461;;28;;
SAUSSEMESNIL;50567;50;103;;9;;
SAUSSEY;50568;50;53;;;;
SAVIGNY;50569;50;70;;6;;
SAVIGNY-LE-VIEUX;50570;50;41;;;;
SEBEVILLE;50571;50;;;;;
SENOVILLE;50572;50;20;;;;
SERVIGNY;50573;50;30;;;;
SERVON;50574;50;42;;6;;
SIDEVILLE;50575;50;101;;;;
SIOUVILLE-HAGUE;50576;50;132;;8;;
SORTOSVILLE-EN-BEAUMONT;50577;50;42;;6;;
SORTOSVILLE;50578;50;7;;;;
SOTTEVAST;50579;50;194;;5;;
SOTTEVILLE;50580;50;66;;;;
SOULLES;50581;50;63;;;;
SOURDEVAL;50582;50;432;;44;5;39
SOURDEVAL-LES-BOIS;50583;50;29;;;;
SUBLIGNY;50584;50;54;;5;;
SURTAINVILLE;50585;50;143;;8;;
TAILLEPIED;50587;50;;;;;
TAMERVILLE;50588;50;78;;;;
TANIS;50589;50;37;;;;
LE TANU;50590;50;62;;;;
LE TEILLEUL;50591;50;182;;20;;
TESSY-BOCAGE;50592;50;321;;25;6;19
TEURTHEVILLE-BOCAGE;50593;50;77;;6;;
TEURTHEVILLE-HAGUE;50594;50;149;;;;
THEVILLE;50596;50;34;;;;
TIREPIED;50597;50;106;;7;;
TOCQUEVILLE;50598;50;26;;;;
TOLLEVAST;50599;50;212;;9;;
TORIGNY-LES-VILLES;50601;50;699;;43;7;36
TOURVILLE-SUR-SIENNE;50603;50;103;;9;;
TREAUVILLE;50604;50;90;;6;;
TRELLY;50605;50;91;;;;
TRIBEHOU;50606;50;61;;7;;
LA TRINITE;50607;50;61;;;;
TURQUEVILLE;50609;50;16;;;;
URVILLE;50610;50;26;;;;
VAINS;50612;50;89;;;;
VALCANVILLE;50613;50;45;;;;
VALOGNES;50615;50;1429;;105;12;93
LE VAL-SAINT-PERE;50616;50;249;;5;;
VARENGUEBEC;50617;50;43;;5;;
VAROUVILLE;50618;50;28;;5;;
LE VAST;50619;50;38;;;;
VAUDREVILLE;50621;50;8;;;;
VAUDRIMESNIL;50622;50;88;;;;
LA VENDELEE;50624;50;54;;;;
VER;50626;50;53;;;;
VERNIX;50628;50;19;;;;
VESLY;50629;50;108;;;;
LE VICEL;50633;50;11;;;;
VIDECOSVILLE;50634;50;14;;;;
VIERVILLE;50636;50;;;;;
VILLEBAUDON;50637;50;49;;7;;
VILLEDIEU-LES-POELES-ROUFFIGNY;50639;50;738;;84;14;70
VILLIERS-FOSSARD;50641;50;75;;;;
VIRANDEVILLE;50643;50;100;;5;;
YQUELON;50647;50;148;;6;;
YVETOT-BOCAGE;50648;50;157;;;;
ABLANCOURT;51001;51;13;;;;
SAINT-MARTIN-D'ABLOIS;51002;51;138;;7;;
AIGNY;51003;51;36;;;;
ALLEMANCHE-LAUNAY-ET-SOYER;51004;51;7;;;;
ALLEMANT;51005;51;10;;;;
ALLIANCELLES;51006;51;14;;;;
AMBONNAY;51007;51;89;;5;;
AMBRIERES;51008;51;24;;;;
ANGLURE;51009;51;121;;18;;
ANGLUZELLES-ET-COURCELLES;51010;51;12;;;;
ANTHENAY;51012;51;9;;;;
AOUGNY;51013;51;12;;;;
ARCIS-LE-PONSART;51014;51;54;;;;
ARGERS;51015;51;16;;;;
ARRIGNY;51016;51;30;;;;
ARZILLIERES-NEUVILLE;51017;51;40;;;;
ATHIS;51018;51;99;;;;
AUBERIVE;51019;51;28;;;;
AUBILLY;51020;51;10;;;;
AULNAY-L'AITRE;51022;51;21;;;;
AULNAY-SUR-MARNE;51023;51;33;;;;
AUMENANCOURT;51025;51;139;;;;
AUVE;51027;51;37;;;;
AVENAY-VAL-D'OR;51028;51;97;;;;
AVIZE;51029;51;217;;11;;
AY-CHAMPAGNE;51030;51;731;;54;7;47
BACONNES;51031;51;44;;;;
BAGNEUX;51032;51;45;;;;
LE BAIZIL;51033;51;28;;;;
BANNAY;51034;51;;;;;
BANNES;51035;51;32;;;;
BARBONNE-FAYEL;51036;51;47;;;;
BASLIEUX-LES-FISMES;51037;51;40;;;;
BASLIEUX-SOUS-CHATILLON;51038;51;13;;;;
BASSU;51039;51;10;;;;
BASSUET;51040;51;23;;;;
BAUDEMENT;51041;51;9;;;;
BAYE;51042;51;39;;;;
BAZANCOURT;51043;51;335;;19;;
BEAUMONT-SUR-VESLE;51044;51;91;;;;
BEAUNAY;51045;51;;;;;
BEINE-NAUROY;51046;51;122;;;;
BELVAL-EN-ARGONNE;51047;51;7;;;;
BELVAL-SOUS-CHATILLON;51048;51;14;;;;
BERGERES-LES-VERTUS;51049;51;44;;;;
BERGERES-SOUS-MONTMIRAIL;51050;51;14;;;;
BERMERICOURT;51051;51;30;;;;
BERRU;51052;51;65;;;;
BERZIEUX;51053;51;11;;;;
BETHENIVILLE;51054;51;200;;9;;
BETHENY;51055;51;1024;;92;13;79
BETHON;51056;51;26;;5;;
BETTANCOURT-LA-LONGUE;51057;51;;;;;
BEZANNES;51058;51;351;;8;;
BIGNICOURT-SUR-MARNE;51059;51;36;;;;
BIGNICOURT-SUR-SAULX;51060;51;23;;;;
BILLY-LE-GRAND;51061;51;13;;;;
BINARVILLE;51062;51;10;;;;
BINSON-ET-ORQUIGNY;51063;51;7;;;;
BLACY;51065;51;72;;;;
BLAISE-SOUS-ARZILLIERES;51066;51;35;;;;
BLESME;51068;51;35;;7;;
BLIGNY;51069;51;13;;;;
BOISSY-LE-REPOS;51070;51;41;;6;;
BOUCHY-SAINT-GENEST;51071;51;23;;;;
BOUILLY;51072;51;18;;;;
BOULEUSE;51073;51;26;;;;
BOULT-SUR-SUIPPE;51074;51;234;;13;;
BOURGOGNE-FRESNE;51075;51;160;;8;;
BOURSAULT;51076;51;31;;;;
BOUVANCOURT;51077;51;18;;;;
BOUY;51078;51;64;;;;
BOUZY;51079;51;66;;5;;
BRANDONVILLERS;51080;51;27;;;;
BRANSCOURT;51081;51;37;;;;
BRAUX-SAINTE-COHIERE;51082;51;10;;;;
BRAUX-SAINT-REMY;51083;51;9;;;;
BREBAN;51084;51;6;;;;
LE BREUIL;51085;51;29;;;;
BREUIL;51086;51;44;;;;
BREUVERY-SUR-COOLE;51087;51;19;;;;
BRIMONT;51088;51;40;;;;
BROUILLET;51089;51;7;;;;
BROUSSY-LE-GRAND;51090;51;32;;5;;
BROUSSY-LE-PETIT;51091;51;15;;;;
BROYES;51092;51;34;;;;
BRUGNY-VAUDANCOURT;51093;51;40;;;;
BRUSSON;51094;51;24;;;;
LE BUISSON;51095;51;10;;;;
BUSSY-LE-CHATEAU;51097;51;13;;;;
BUSSY-LE-REPOS;51098;51;14;;;;
BUSSY-LETTREE;51099;51;39;;;;
LA CAURE;51100;51;14;;;;
CAUREL;51101;51;74;;;;
CAUROY-LES-HERMONVILLE;51102;51;50;;;;
LA CELLE-SOUS-CHANTEMERLE;51103;51;12;;;;
CERNAY-EN-DORMOIS;51104;51;16;;;;
CERNAY-LES-REIMS;51105;51;161;;;;
CERNON;51106;51;14;;;;
CHAINTRIX-BIERGES;51107;51;41;;;;
CHALONS-EN-CHAMPAGNE;51108;51;10321;;1715;234;1481
CHALONS-SUR-VESLE;51109;51;21;;;;
CHALTRAIT;51110;51;;;;;
CHAMBRECY;51111;51;10;;;;
CHAMERY;51112;51;37;;;;
CHAMPAUBERT;51113;51;10;;;;
CHAMPFLEURY;51115;51;55;;5;;
CHAMPGUYON;51116;51;39;;;;
CHAMPIGNEUL-CHAMPAGNE;51117;51;46;;;;
CHAMPIGNY;51118;51;211;;14;;
CHAMPILLON;51119;51;42;;;;
CHAMPLAT-ET-BOUJACOURT;51120;51;13;;;;
CHAMPVOISY;51121;51;29;;;;
CHANGY;51122;51;11;;;;
CHANTEMERLE;51124;51;;;;;
CHAPELAINE;51125;51;5;;;;
LA CHAPELLE-FELCOURT;51126;51;5;;;;
LA CHAPELLE-LASSON;51127;51;8;;;;
LA CHAPELLE-SOUS-ORBAIS;51128;51;5;;;;
CHARLEVILLE;51129;51;33;;;;
CHARMONT;51130;51;22;;;;
LES CHARMONTOIS;51132;51;11;;;;
LE CHATELIER;51133;51;11;;;;
CHATELRAOULD-SAINT-LOUVENT;51134;51;30;;;;
CHATILLON-SUR-BROUE;51135;51;10;;;;
CHATILLON-SUR-MARNE;51136;51;55;;6;;
CHATILLON-SUR-MORIN;51137;51;26;;;;
CHATRICES;51138;51;;;;;
CHAUDEFONTAINE;51139;51;32;;;;
CHAUMUZY;51140;51;46;;;;
LA CHAUSSEE-SUR-MARNE;51141;51;106;;;;
CHAVOT-COURCOURT;51142;51;21;;;;
LE CHEMIN;51143;51;8;;;;
CHEMINON;51144;51;75;;6;;
CHENAY;51145;51;18;;;;
CHENIERS;51146;51;13;;;;
LA CHEPPE;51147;51;34;;;;
CHEPPES-LA-PRAIRIE;51148;51;13;;;;
CHEPY;51149;51;46;;;;
CHERVILLE;51150;51;6;;;;
CHICHEY;51151;51;14;;;;
CHIGNY-LES-ROSES;51152;51;48;;;;
CHOUILLY;51153;51;95;;;;
CLAMANGES;51154;51;19;;;;
CLESLES;51155;51;88;;7;;
CLOYES-SUR-MARNE;51156;51;17;;;;
COIZARD-JOCHES;51157;51;7;;;;
VAL-DES-MARAIS;51158;51;47;;;;
COMPERTRIX;51160;51;185;;7;;
CONDE-SUR-MARNE;51161;51;91;;;;
CONFLANS-SUR-SEINE;51162;51;80;;7;;
CONGY;51163;51;21;;;;
CONNANTRAY-VAUREFROY;51164;51;15;;;;
CONNANTRE;51165;51;148;;19;;
CONTAULT;51166;51;6;;;;
COOLE;51167;51;12;;;;
COOLUS;51168;51;16;;;;
CORBEIL;51169;51;11;;;;
CORFELIX;51170;51;12;;;;
CORMICY;51171;51;210;;8;;
CORMONTREUIL;51172;51;821;;43;11;32
CORMOYEUX;51173;51;7;;;;
CORRIBERT;51174;51;7;;;;
CORROBERT;51175;51;24;;;;
CORROY;51176;51;19;;;;
COULOMMES-LA-MONTAGNE;51177;51;19;;;;
COUPETZ;51178;51;11;;;;
COUPEVILLE;51179;51;21;;;;
COURCELLES-SAPICOURT;51181;51;43;;;;
COURCEMAIN;51182;51;8;;;;
COURCY;51183;51;151;;6;;
COURDEMANGES;51184;51;34;;;;
COURGIVAUX;51185;51;36;;;;
COURJEONNET;51186;51;;;;;
COURLANDON;51187;51;45;;;;
COURMAS;51188;51;22;;;;
COURTAGNON;51190;51;6;;;;
COURTEMONT;51191;51;5;;;;
COURTHIEZY;51192;51;37;;;;
COURTISOLS;51193;51;278;;15;;
COURVILLE;51194;51;57;;;;
COUVROT;51195;51;86;;5;;
CRAMANT;51196;51;81;;;;
LA CROIX-EN-CHAMPAGNE;51197;51;;;;;
CRUGNY;51198;51;77;;;;
CUCHERY;51199;51;31;;;;
CUIS;51200;51;20;;;;
CUISLES;51201;51;;;;;
CUMIERES;51202;51;67;;;;
CUPERLY;51203;51;25;;;;
DAMERY;51204;51;139;;;;
DAMPIERRE-AU-TEMPLE;51205;51;29;;;;
DAMPIERRE-LE-CHATEAU;51206;51;14;;;;
DAMPIERRE-SUR-MOIVRE;51208;51;7;;;;
DIZY;51210;51;148;;10;;
DOMMARTIN-DAMPIERRE;51211;51;;;;;
DOMMARTIN-LETTREE;51212;51;16;;;;
DOMMARTIN-SOUS-HANS;51213;51;6;;;;
DOMMARTIN-VARIMONT;51214;51;14;;;;
DOMPREMY;51215;51;21;;;;
DONTRIEN;51216;51;41;;;;
DORMANS;51217;51;446;;55;5;50
VAL-DE-VIERE;51218;51;16;;;;
DROSNAY;51219;51;21;;;;
